(Parent is QQmlEngine(0x15b4f9fcc30), parent's thread is QThread(0x15b48876980), current thread is QSGRenderThread(0x15b4880bcf0)
[ 2025-08-24 16:46:11,375 ] Retrying to obtain clipboard.
[ 2025-08-24 16:47:58,079 ] BattlEye: "Initialized (v1.249)"
[ 2025-08-24 16:47:58,079 ] BattlEye: "Config entry: GameID tibia"
[ 2025-08-24 16:47:58,080 ] BattlEye: "Config entry: MasterPort 7171"
[ 2025-08-24 16:47:58,202 ] Request connection to gameserver  "tcp://prod-cf-sa.tibia.com:7171"  (unprotected:  "tcp://prod-lb-sa.tibia.com:7171" )  requested (Charakter "Kalexus" )
[ 2025-08-24 16:47:58,202 ] Request connection to gameserver  "tcp://prod-cf-sa.tibia.com:7171" "Issobra"
[ 2025-08-24 16:47:58,232 ] Connected to gameserver  "tcp://prod-cf-sa.tibia.com:7171" "Issobra"
[ 2025-08-24 16:47:58,768 ] Request connection to gameserver  "tcp://prod-lb-sa.tibia.com:7171" "Issobra"
[ 2025-08-24 16:47:59,031 ] Backup connection to gameserver  "tcp://prod-lb-sa.tibia.com:7171" "Issobra" established
[ 2025-08-24 16:48:02,080 ] BattlEye: "Server computed GUID: b735fbc87a301dbc2eab3d22914e004d"
[ 2025-08-24 16:50:51,418 ] Connection to gameserver  "tcp://prod-lb-sa.tibia.com:7171" "Issobra"  was disconnected ( "The remote host closed the connection" )
[ 2025-08-24 16:50:51,418 ] Connection to gameserver  "tcp://prod-cf-sa.tibia.com:7171" "Issobra"  was disconnected ( "The remote host closed the connection" )
[ 2025-08-24 16:50:51,479 ] Disconnected from gameserver
[ 2025-10-03 17:50:49,573 ] Using spritesheet cache size of 910
[ 2025-10-03 17:51:02,938 ] Asset loading complete
[ 2025-10-03 17:51:04,190 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x1290cc84080), parent's thread is QThread(0x129035e47d0), current thread is QSGRenderThread(0x1290b614820)
[ 2025-10-03 17:55:50,225 ] Using spritesheet cache size of 910
[ 2025-10-03 17:55:51,334 ] Asset loading complete
[ 2025-10-03 17:55:52,228 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x1fc36fca4c0), parent's thread is QThread(0x1fc2fe92a50), current thread is QSGRenderThread(0x1fc393bee40)
[ 2025-10-03 17:57:36,395 ] Retrying to obtain clipboard.
[ 2025-10-03 18:10:09,441 ] Using spritesheet cache size of 910
[ 2025-10-03 18:10:10,447 ] Asset loading complete
[ 2025-10-03 18:10:11,196 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x20288d39650), parent's thread is QThread(0x202818eaa00), current thread is QSGRenderThread(0x2028987d400)
[ 2025-10-03 18:10:31,274 ] BattlEye: "Initialized (v1.249)"
